RowNr	L1ReqId	Text	ComplianceType	ComplianceStatement	L2ReqId	L2ReqText
47	SKA1-SYS_REQ-2280	"The SKA1_Low and SKA1_Mid shall extract information about the current condition of the system from the science and calibration data streams, and log this information along with other relevant system and environmental status information. Based on this information, it will be possible to monitor, save, and analyse the technical performance of the system."	Derived to L2	Yes	TM_REQ_336	"The TM shall display the health status of the Telescope to the User by presenting Monitoring Data in the following views:
1. a functional view,
2. a physical view.
 
Note 1: The physical view will be structured according to the Telescope PBS, and is used for controlling and monitoring the subsystems and components of the Telescope.
 
Note 2: The functional view, consisting of a functional structure of the Telescope, is used to control and monitor the Capabilities (which relate directly to the functionality) of the Telescope Elements.
 
Note 3: The TM will derive the Telescope health status from the status of the Capabilities (as reported by other Elements to TM) that are allocated to a Sub-array.
 
Note 4: The physical and functional views will accentuate aggregations of concern, e.g. aggregations of equipment in the CPF, core, spiral arm or region and LFAA Field Nodes to indicate group dependencies on signal or power distribution services.    State of LFAA Logical Stations (and therefore the Sub-arrays they belong to) are dependent on the state of LFAA Field Nodes they are made up of.
The TM shall report its current state to the Operator as: 1.  TM state (as defined by "
407	SKA1-SYS_REQ-3182	SKA-Mid and SKA-Low? shall log their operational states at all times.	Derived to L2	Yes	TM_REQ_336	"The TM shall display the health status of the Telescope to the User by presenting Monitoring Data in the following views:
1. a functional view,
2. a physical view.
 
Note 1: The physical view will be structured according to the Telescope PBS, and is used for controlling and monitoring the subsystems and components of the Telescope.
 
Note 2: The functional view, consisting of a functional structure of the Telescope, is used to control and monitor the Capabilities (which relate directly to the functionality) of the Telescope Elements.
 
Note 3: The TM will derive the Telescope health status from the status of the Capabilities (as reported by other Elements to TM) that are allocated to a Sub-array.
 
Note 4: The physical and functional views will accentuate aggregations of concern, e.g. aggregations of equipment in the CPF, core, spiral arm or region and LFAA Field Nodes to indicate group dependencies on signal or power distribution services.    State of LFAA Logical Stations (and therefore the Sub-arrays they belong to) are dependent on the state of LFAA Field Nodes they are made up of.
"
408	SKA1-SYS_REQ-3182	SKA-Mid and SKA-Low? shall log their operational states at all times.	Derived to L2	Yes	TM_REQ_336	"The TM shall display the health status of the Telescope to the User by presenting Monitoring Data in the following views:
1. a functional view,
2. a physical view.
 
Note 1: The physical view will be structured according to the Telescope PBS, and is used for controlling and monitoring the subsystems and components of the Telescope.
 
Note 2: The functional view, consisting of a functional structure of the Telescope, is used to control and monitor the Capabilities (which relate directly to the functionality) of the Telescope Elements.
 
Note 3: The TM will derive the Telescope health status from the status of the Capabilities (as reported by other Elements to TM) that are allocated to a Sub-array.
 
Note 4: The physical and functional views will accentuate aggregations of concern, e.g. aggregations of equipment in the CPF, core, spiral arm or region and LFAA Field Nodes to indicate group dependencies on signal or power distribution services.    State of LFAA Logical Stations (and therefore the Sub-arrays they belong to) are dependent on the state of LFAA Field Nodes they are made up of.
"
398	SKA1-SYS_REQ-3168	"The SKA1_Mid and SKA1_Low shall ?dynamically adapt the schedule in response to any sanctioned ToO, VOEvents, or other approved triggers or overrides. The associated Scheduling Block shall enter the schedule according to the trigger's priority."	Derived to L2	Yes	TM_REQ_337	"The TM shall enable the creation and loading of a Schedule containing a list or queue of SBs planned for execution on the Telescope.
"
46	SKA1-SYS_REQ-2279	"A failure database for the SKA1_Low and SKA1_Mid shall be established, which logs the errors of the system and its subsystems, including the corrective actions taken."	Derived to L2	Yes	TM_REQ_338	"The TM shall report failure events received from other Elements (as well as those internally detected by its own monitoring system) to the ILS System via the I.S1L.TM_ILS.001 and I.S1M.TM_ILS001 interfaces.
TMO_REQ_012
The TMO shall record failure events internally detected by its own monitoring system.
TMO_REQ_011
The TMO shall report failure events internally detected by its own monitoring system to the operator."
470	SKA1-SYS_REQ-3249	"SKA1_Low and SKA1_Mid shall each test (for), detect, isolate and report failures to the operational and maintenance personnel.


 
	 SKA1_Mid shall detect   more than 99% of all Critical Failures. 
	 SKA1_Mid shall isolate and log more than 95% of all failures down to a LRU level."	Derived to L2	Yes	TM_REQ_338	The TM shall report failure events received from other Elements (as well as those internally detected by its own monitoring system) to the ILS System via the I.S1L.TM_ILS.001 and I.S1M.TM_ILS001 interfaces.
471	SKA1-SYS_REQ-3249	"SKA1_Low and SKA1_Mid shall each test (for), detect, isolate and report failures to the operational and maintenance personnel.


 
	 SKA1_Mid shall detect   more than 99% of all Critical Failures. 
	 SKA1_Mid shall isolate and log more than 95% of all failures down to a LRU level."	Derived to L2	Yes	TM_REQ_338	The TM shall report failure events received from other Elements (as well as those internally detected by its own monitoring system) to the ILS System via the I.S1L.TM_ILS.001 and I.S1M.TM_ILS001 interfaces.
58	SKA1-SYS_REQ-2306	There shall be an interactive forensic tool for evaluating and understanding the state and behaviour of the system at any one time.	Derived to L2	Yes	TM_REQ_34	"The TM shall determine and present to an operator the current power consumption (within a resolution of 5 minutes TBC16) of the telescope.
Note: The TM will obtain power consumption from the INFRA-AUS operational status (refer [RD11] par. 5.2.2.3) and INFRA-SA operational status (refer [RD10] par. 5.2.3).
"
47	SKA1-SYS_REQ-2280	"The SKA1_Low and SKA1_Mid shall extract information about the current condition of the system from the science and calibration data streams, and log this information along with other relevant system and environmental status information. Based on this information, it will be possible to monitor, save, and analyse the technical performance of the system."	Derived to L2	Yes	TM_REQ_342.	
47	SKA1-SYS_REQ-2280	"The SKA1_Low and SKA1_Mid shall extract information about the current condition of the system from the science and calibration data streams, and log this information along with other relevant system and environmental status information. Based on this information, it will be possible to monitor, save, and analyse the technical performance of the system."	Derived to L2	Yes	TM_REQ_344	"The TM, when requested by the User, shall display the following information about INFRA:
operational and health status,
operational modes.
Note: The focus of the information is on services that INFRA supplies to the Telescope (power, cooling)."
2	SKA1-SYS_REQ-2128	Both SKA1_Mid and SKA1_Low shall have an imaging capability that will acquire continuum and spectral?line data concurrently.	Derived to L2	Yes	TM_REQ_345	"The SKA1-Mid TM shall configure the Dish via the I.S1M.TM_DSH.001 interface as per [RD6] par. 4.2.2 by sending:
calibration noise diode waveform (period and duty cycle).
receiver gain
parameters for local pointing corrections.
"
6	SKA1-SYS_REQ-2147	"The SKA1_Low, when commanded, shall process 300 MHz of aggregate bandwidth per polarisation."	Derived to L2	Yes	TM_REQ_346	"The SKA1-Low TM shall configure the SKA1-Low LFAA for Sub-array observations via its I.S1L.TM_LFAA.001 interface as per [RD7].
"
313	SKA1-SYS_REQ-3039	"SKA1_Low shall process up to 8 independent beams from each station or sub-station within a subarray, each with potentially independent pointings, such that the sum of bandwidths over these beams is at most the bandwidth available for the station/ substation configuration within that sub-array."	Derived to L2	Yes	TM_REQ_346	"The SKA1-Low TM shall configure the SKA1-Low LFAA for Sub-array observations via its I.S1L.TM_LFAA.001 interface as per [RD7].
"
315	SKA1-SYS_REQ-3041	"SKA1_Low, when commanded, shall form multiple station beams that have bandwidths independent of each other (where independence allows identical, overlapping or non-overlapping). The independence allows each of one of the 8 beams to have non-contiguous bandwidth and divergent pointing"	Derived to L2	Yes	TM_REQ_346	"The SKA1-Low TM shall configure the SKA1-Low LFAA for Sub-array observations via its I.S1L.TM_LFAA.001 interface as per [RD7].
"
6	SKA1-SYS_REQ-2147	"The SKA1_Low, when commanded, shall process 300 MHz of aggregate bandwidth per polarisation."	Derived to L2	Yes	TM_REQ_347	"The SKA1-Low TM shall configure the SKA1-Low CSP via its I.S1L.CSP_TM.001 interface for the following Sub-array observing modes:
imaging observation as per [RD4] par. 7.8.9.1,
pulsar search as per [RD4] par. 7.8.9.2,
pulsar timing as per [RD4] par. 7.8.9.3.
"
9	SKA1-SYS_REQ-2150	"The visibility integration period for each SKA1_Low subarray shall be independently configurable, with allowed values being an integer multiple of 0.25 seconds (+/-2%) to a maximum of 36 seconds (+/- 2%)."	Derived to L2	Yes	TM_REQ_347	"The SKA1-Low TM shall configure the SKA1-Low CSP via its I.S1L.CSP_TM.001 interface for the following Sub-array observing modes:
imaging observation as per [RD4] par. 7.8.9.1,
pulsar search as per [RD4] par. 7.8.9.2,
pulsar timing as per [RD4] par. 7.8.9.3.
"
242	SKA1-SYS_REQ-2924	"The SKA1_Low, when commanded, shall form pulsar timing beams with a frequency range independently selectable for each beam, such that all frequency ranges for all beams within a given subarray and station beam fit entirely within the frequency range available for that subarray and station beam.?"	Derived to L2	Yes	TM_REQ_347	"The SKA1-Low TM shall configure the SKA1-Low CSP via its I.S1L.CSP_TM.001 interface for the following Sub-array observing modes:
imaging observation as per [RD4] par. 7.8.9.1,
pulsar search as per [RD4] par. 7.8.9.2,
pulsar timing as per [RD4] par. 7.8.9.3.
"
535	SKA1-SYS_REQ-3548	"The SKA1_Low telescope, when commanded, shall operate simultaneously with any combination of the following observation modes: 


 
	 Imaging 
	 Pulsar Search 
	 Pulsar Timing 
	 Dynamic Spectrum 
	 Transient Search"	Derived to L2	Yes	TM_REQ_347	"The SKA1-Low TM shall configure the SKA1-Low CSP via its I.S1L.CSP_TM.001 interface for the following Sub-array observing modes:
imaging observation as per [RD4] par. 7.8.9.1,
pulsar search as per [RD4] par. 7.8.9.2,
pulsar timing as per [RD4] par. 7.8.9.3.
"
534	SKA1-SYS_REQ-3547	"The SKA1_Mid telescope, when commanded, shall operate simultaneously with any combination of the following observing modes: 


 
	 Imaging 
	 Pulsar Search 
	 Pulsar Timing 
	 Dynamic Spectrum 
	 Transient Search 
	 VLBI"	Derived to L2	Yes	TM_REQ_348	"The SKA1-Mid TM shall configure the SKA1-Mid CSP via its I.S1M.CSP_TM.001 interface for the following Sub-array observing modes:
imaging observation as per [RD37] par. 7.8.9.1,
pulsar search as per [RD37] par. 7.8.9.2,
pulsar timing as per [RD37] par. 7.8.9.3,
VLBI beamforming as per [RD37] par. 7.8.9.4.
"
520	SKA1-SYS_REQ-3467	"SKA1_Mid shall generate and respond to real-time internal triggers by storing digitized voltage data, with 2-bit or better sampling, for at least 300 MHz of contiguous, tuneable observed bandwidth in both polarizations, from every dish within the triggering subarray, covering at least 2 seconds before and at least 20 seconds after the triggering event."	Derived to L2	Yes	TM_REQ_349	"The SKA1-Mid TM shall configure the SKA1-Mid SDP via its I.S1M.SDP_TM.001 interface for the following Sub-array processing as per [RD44] par. 2.1.2.1.2:
pulsar search,
single pulse / fast transient detection,
imaging transient search,
pulsar timing,
continuum imaging,
spectral line imaging.
"
